"Are you sure you want to disapprove selected feedback as default customer?","Are you sure you want to disapprove selected feedback as default customer?"
Approve,Approve
"Are you sure you want to approve selected customer as feedback?","Are you sure you want to approve selected customer as feedback?"
"Price Rating(in star)","Price Rating(in star)"
"Value Rating(in star)","Value Rating(in star)"
"Quality Rating(in star)","Quality Rating(in star)"
"Feed Summary","Feed Summary"
"Feed Review","Feed Review"
Order#,Order#
"Purchased On","Purchased On"
"Quantity to be Paid","Quantity to be Paid"
"Product Total","Product Total"
"Total Seller Amount","Total Seller Amount"
"Total Commission","Total Commission"
"Paid Status","Paid Status"
"General Information","General Information"
"Are you sure you want to delete selected items?","Are you sure you want to delete selected items?"
"Delete items","Delete items"
"Are you sure you want to disable selected items?","Are you sure you want to disable selected items?"
"Update Status","Update Status"
"Are you sure you want to enable selected items?","Are you sure you want to enable selected items?"
"Updated At","Updated At"
"Are you sure you want to disapprove selected items?","Are you sure you want to disapprove selected items?"
"Are you sure you want to approve selected items?","Are you sure you want to approve selected items?"
"Product ID","Product ID"
"Store View","Store View"
Modified,Modified
Preview,Preview
"Product View","Product View"
"Are you sure you want to disapprove selected seller as default customer?","Are you sure you want to disapprove selected seller as default customer?"
"Are you sure you want to approve selected customer as seller?","Are you sure you want to approve selected customer as seller?"
"Are you sure you want to process selected seller request(s)?","Are you sure you want to process selected seller request(s)?"
"Seller Email","Seller Email"
"Seller Status","Seller Status"
Phone,Phone
ZIP,ZIP
State/Province,State/Province
"Web Site","Web Site"
"Seller Since","Seller Since"
"Approval Status","Approval Status"
"Approve Order","Approve Order"
"Are you sure you want to approve selected order?","Are you sure you want to approve selected order?"
Sell,Sell
"Vendor Dashboard","Vendor Dashboard"
"Vendor Login","Vendor Login"
"Marketplace Become Seller","Marketplace Become Seller"
"My Customer History","My Customer History"
"Marketplace Edit Seller Profile","Marketplace Edit Seller Profile"
"New Credit Memo","New Credit Memo"
"View Memo","View Memo"
"View All Memos","View All Memos"
"View Invoice Details","View Invoice Details"
"Order Details","Order Details"
"View Shipment Details","View Shipment Details"
"View Order Details","View Order Details"
"Marketplace Add New Product","Marketplace Add New Product"
"Manage Configurable Product's Attribute","Manage Configurable Product's Attribute"
"Marketplace Edit Product","Marketplace Edit Product"
"Transactions Details","Transactions Details"
Thumbnail,Thumbnail
AttributeSetText,AttributeSetText
StatusText,StatusText
"Contact No.","Contact No."
Gender,Gender
Address,Address
"Base Total","Base Total"
Interval,Interval
"Total Amount","Total Amount"
"Total Earning","Total Earning"
"Total Discount Amount","Total Discount Amount"
"Purchased Total","Purchased Total"
Customer,Customer
Details,Details
Time,Time
"Print Invoice Slip","Print Invoice Slip"
"Are you sure you want to print invoice slip of selected order(s)?","Are you sure you want to print invoice slip of selected order(s)?"
"Print Shipping Slip","Print Shipping Slip"
"Are you sure you want to print shipping slip of selected order(s)?","Are you sure you want to print shipping slip of selected order(s)?"
Required,Required
System,System
Visible,Visible
Scope,Scope
Searchable,Searchable
Comparable,Comparable
"Are you sure you want to delete selected products?","Are you sure you want to delete selected products?"
"Qty Sold","Qty Sold"
"Qty Confirmed","Qty Confirmed"
"Qty Pending","Qty Pending"
Message,Message
